,0,1,wc
540852,2595107079681912460,1646843693410049035,54
540853,5836774600299553083,1646843693410049035,60
540870,2028204772419763206,1646859990827191052,26
540910,7610874330910177698,1646912302015755854,0
540911,4185472143142460123,1646912302015755854,0
540912,8003837195003479026,1646912302015755854,0
540913,1210346456455710403,1646912302015755854,0
540915,7063119415465745956,1646912302015755854,0
540917,6214514266755616253,1646912302015755854,0
540930,5259084849959896754,1646928225416663797,0
540935,341649014079688979,1646928225416663797,0
540939,2321223846317680334,1646944896498117237,14
540940,7041191007224728874,1646944896498117237,15
540942,4936677481707345951,1646944896498117237,37
540943,2531765397327400298,1646944896498117237,53
540947,2801929205456408521,1646948773513577084,0
540948,6839675378930514035,1646948773513577084,0
540949,6699900258280821442,1646948773513577084,0
540950,1279769750498082220,1646948773513577084,0
540951,8985760055265522094,1646948773513577084,0
540953,154951311607177238,1646948773513577084,0
540954,2068856841130962858,1646949789793814408,66
540955,4470158804278135019,1646949789793814408,792
540957,8920664061806377996,1646949789793814408,55
540958,8736070591336118598,1646949789793814408,42
540959,5256137909812298555,1646949789793814408,119
540960,3772981248567211711,1646949789793814408,156
540961,8939835725145265670,1646949789793814408,50
540962,7773360313310019710,1646949789793814408,60
540963,7129465173586538485,1646949789793814408,115
540964,5747336575321307477,1646955432119602974,289
540965,6201431422810435322,1646955432119602974,710
540969,2368084711950172585,1646955432119602974,271
540974,7192851764797707796,1647032539855802740,72
540976,8134665252993763802,1647032539855802740,111
540979,8795307256381122135,1647032539855802740,176
540980,5719585679844807736,1647032539855802740,45
541010,6726607549696364186,1647084086929701855,164
541011,5623225350967845612,1647084086929701855,138
541012,5985182076719341393,1647084086929701855,91
541013,3626029676786251041,1647084086929701855,136
541014,65635655592109976,1647084086929701855,178
541016,6485101149740587065,1647084086929701855,133
541017,5645517115847383406,1647084086929701855,104
541018,2998455916850327259,1647084086929701855,152
541019,6399805103218178658,1647084086929701855,65
541021,636190461637041836,1647095442046876226,272
541024,5904700204260251134,1647095442046876226,356
541027,4671569207673486859,1647095442046876226,156
541028,1650920163770933748,1647095442046876226,355
541031,6429206967692262277,1647095485899020153,36
541032,6654744000886976299,1647095485899020153,7
541048,8795000611437080496,1647156147201047336,11
541052,9106119070348899260,1647156147201047336,15
541053,3451453059337365937,1647156147201047336,32
541054,2810545191600714548,1647156147201047336,42
541055,2520385939093672460,1647156147201047336,26
541068,5498369230460675234,1647187981336604335,575
541070,5444463049096720750,1647187981336604335,244
541076,6947000914116969785,164721874334223175,119
541078,7507048964764139221,164721874334223175,213
541079,7064604288970134941,164721874334223175,563
541081,4112507083989586108,164721874334223175,61
541082,4681467453798137459,164721874334223175,225
541087,2630157923227402105,1647219942435459923,262
541098,599635239335400073,1647224140138012927,1053
541101,4484978208422308744,1647224140138012927,398
541119,5957476783190405510,1647258794992810417,2231
541122,6186885520965215732,1647258794992810417,128
541123,8510998915028160710,1647258794992810417,41
541124,1802014280197961041,1647258794992810417,2104
541125,8628539186924521287,1647262277133810990,0
541127,8621002867513984321,1647262277133810990,0
541128,576006769007540684,1647262277133810990,0
541129,6422015766213478219,1647262277133810990,0
541130,4398405519183107462,1647262277133810990,0
541131,5471102432701768126,1647262277133810990,0
541132,2408023801197552603,1647262277133810990,0
541133,2386694307440504297,1647262277133810990,0
541134,8755678099836100429,1647262277133810990,0
541144,2179042638142289873,1647274885697295510,246
541145,4972518602928568701,16472902,222
541149,838305217409246945,16472902,192
541152,2186798360824667315,16472902,102
541153,8019262439883946793,16472902,129
541155,903012266265062559,1647291446439528417,107
541169,70298658988463449,1647292699090562588,102
541171,2718812004938091069,1647292699090562588,195
541172,8830544746448076677,1647292699090562588,15
541173,2931023306416014823,1647292699090562588,17
541196,6425137734849833597,1647329386996574285,250
541197,1494963720386821191,1647329386996574285,193
541203,6346432858482237391,1647329386996574285,632
541207,2723731061048238503,1647341436698342540,0
541209,3275048598058653734,1647341436698342540,3
541210,6853772308279060998,1647341436698342540,32
541240,1766293697133961608,1647366216070061434,22
541241,1269288124066026556,1647366216070061434,20
541243,5735241462769163602,1647366216070061434,26
541261,8273833112337783586,1647392217020044815,61
541269,1131282010735969936,1647400870161763115,0
541273,460065971485962824,1647412125543119983,0
541276,363373293012911037,1647412125543119983,0
541277,2970493015970514651,1647412125543119983,61
541279,5985183045415709235,1647412125543119983,19
541284,3191701984428598223,164744835281515597,10
541286,5690934825678435507,164744835281515597,92
541288,1790529844282301487,164744835281515597,10
541289,6695976853065710193,164744835281515597,178
541290,2867306278804892071,164744835281515597,99
541291,4013383462188435493,1647465002099351708,151
541292,9076282578969247676,1647465002099351708,118
541295,1717403268354356323,1647465002099351708,76
541296,4257297924182960359,1647465002099351708,512
541297,74209778244448401,1647471894570458924,50
541330,6520444526087196594,16475020,78
541337,8242879697641567122,1647504500851930973,214
541342,6920252309844474723,1647504500851930973,3565
541344,8018460491759497608,1647504500851930973,1442
541347,3430402133629504708,1647507069008123566,9
541349,5875983206232532767,1647507069008123566,5935
541352,7279215734527927059,1647507069008123566,161
541353,8806092233960684173,1647507069008123566,14
541356,2394476562958556690,1647507069008123566,11
541362,7136027542053662513,1647524059895149136,103
541368,6432030734658819828,1647532126543499030,189
541372,7956944723346821163,1647532126543499030,522
541378,1456667472788406721,1647536896366970390,93
541380,2965589742950512094,1647536896366970390,63
541385,7937224623597066403,1647536896366970390,105
541386,1430940442929301085,1647536896366970390,303
541407,6377736395397982876,1647556931517273646,34
541408,1917970001049819422,1647556931517273646,47
541416,6016331422763226356,1647556931517273646,124
541420,2570846062640387592,1647570072743981291,0
541421,621232517893568127,1647570072743981291,48
541436,7165840343263419912,1647589364658249429,0
541438,5056874388294484073,1647589364658249429,1967
541440,406013372321367839,1647589364658249429,231
541441,836178442902494964,1647589364658249429,74
541443,3051481224648733557,1647605600159454403,134
541444,5677212498805145272,1647605600159454403,314
541445,765950613436699096,1647605600159454403,288
541447,7895959903444246019,1647605600159454403,195
541448,1870711297927589785,1647605600159454403,171
541449,99051423729252805,1647605600159454403,154
541450,1798245209387221929,1647605600159454403,72
541461,6924053097545951981,1647616082657609237,23
541469,8170478922949822206,1647616082657609237,25
541481,4133019904570587441,1647664357934916839,330
541483,8725516207907195976,1647664357934916839,330
541493,6706595787197664455,1647718439744577695,263
541517,5451834145339441509,16477474,240
541519,4959708348490209542,16477474,22
541520,3900663958934703472,16477474,174
541521,7067494880170376746,16477474,3
541537,8920209498908339485,1647785182312347571,80
541538,5292411507403711747,1647785182312347571,30
541539,286598511095295591,1647785182312347571,76
541540,442147920744674378,1647785182312347571,60
541542,8261574322073996543,1647785182312347571,102
541544,5169951420086451519,1647785182312347571,75
541546,8017411204524620260,1647789328524735985,23
541552,381593606757063034,1647789328524735985,7
541553,1016083758916964412,1647789328524735985,15
541555,8388651109527655792,1647806446052148547,403
541556,8758537129297024322,1647806446052148547,169
541557,391512986383725402,1647806446052148547,40
541558,2161409828909215820,1647806446052148547,112
541563,9064784716346700082,1647806446052148547,57
541575,6138204402572729550,1647827683358344159,142
541579,5806458311276932863,1647827683358344159,342
541583,3884404885554842084,1647827683358344159,183
541594,5870327055813545837,1647844430266209354,5
541596,7021119403184259098,1647844430266209354,0
541597,4978067365358558426,1647844430266209354,5
541598,4297089623793935073,1647844430266209354,0
541600,426978104177536297,1647844430266209354,0
541601,336449371912808575,1647844430266209354,0
541602,3802204919882314641,1647844430266209354,3
541603,3142018688979450738,1647844430266209354,3
541614,2726631432823539951,1647853689283254234,0
541615,7613782771992474588,1647853689283254234,0
541616,6583239945475322952,1647853689283254234,0
541623,1389987045208405892,1647858484699347307,2963
541637,4438307916201759771,164787920309840703,50
541640,3806736349233380613,164787920309840703,141
541641,8917108865007259000,164787920309840703,22
541642,2958823100039924704,164787920309840703,21
541644,6250504212242227117,164787920309840703,64
541645,8927836862370862256,164787920309840703,79
541657,3696929058147206332,164788434212182327,14
541658,6178777299038996644,164788434212182327,14
541663,8655710390309220223,164788434212182327,19
541666,7735476728068694566,164788434212182327,392
541667,4922372595169013603,1647886296863916049,17
541668,4226374108945133675,1647886296863916049,3
541677,7841835980356641658,1647893006690243486,96
541679,5718539571908508760,1647893006690243486,338
541685,6556446438460676881,1647893006690243486,263
541715,6342735315205272152,1647943794845664874,47
541718,7473307578496191504,1647943794845664874,200
541719,6420309340604231876,1647943794845664874,6
541721,4935783313511983391,1647943794845664874,166
541722,4244206514666991,1647943794845664874,30
541724,4047187270339559697,1647943794845664874,3
541725,5682380610236192820,1647953481232986152,88
541726,1548268163562160953,1647953481232986152,390
541733,1793509151041583754,1647953481232986152,79
541752,2802129800037581642,1647986099433395164,1290
541794,4440262605962634304,1648028613450679074,695
541796,4973456293968619470,1648028613450679074,483
541797,3685958382434791267,1648028613450679074,695
541812,3767098232919673338,1648029737783375003,53
541823,842161106206881722,1648043469824720016,8
541824,8085700107335489002,1648043469824720016,6
541827,8010112360216031637,1648043469824720016,11
541828,4660453545597367017,1648043469824720016,104
541829,753190296392728518,1648043469824720016,1
541832,4439175634244223275,1648067760429682455,627
541834,625929482889370537,1648067760429682455,349
541839,686869075942700014,1648067760429682455,1134
541859,466751197063175026,1648076980821059262,56
541864,8567939673981083588,1648076980821059262,98
541866,4979890471979496107,1648076980821059262,1171
541870,1415943322220092364,1648089372299733240,2
541871,2419850254725722918,1648089372299733240,0
541873,6211006069128198615,1648089372299733240,0
541874,2765857158503717991,1648089372299733240,0
541875,129962965626379801,1648089372299733240,29
541876,7785716077509437049,1648089372299733240,0
541889,4251123745009909250,1648094589709774824,316
541890,8127930815461897449,1648094589709774824,70
541893,5915531522950490116,1648094589709774824,21
541894,315736156261806321,1648094589709774824,120
541895,325801199235611800,1648094589709774824,46
541898,9009757261647067204,1648100421973320690,580
541902,4342722286182302224,1648100421973320690,396
541930,8940198343261449603,1648156838582562293,13
541943,1313894858078752529,1648157654530603913,98
541945,5379200473852299583,1648157695134404821,40
541950,8549578220629737520,1648157695134404821,0
541955,6894747155272893734,1648168760838525367,371
541956,3635962102953185996,1648168760838525367,195
541959,2788936517830055196,1648168760838525367,242
541961,4225868091334562033,1648168760838525367,237
541972,703378115064525148,16481880727006932,14
541973,3017879996635542187,16481880727006932,558
541976,2856139666798600063,16481880727006932,189
541980,3610520200621547652,16481880727006932,192
541983,2980324927761506031,1648200872883435238,7
541984,5494824856485758519,1648200872883435238,14
541986,8807298096974917822,1648200872883435238,3
541989,8065301207433454,1648200872883435238,150
542009,5942756617554974693,1648234097636929824,108
542010,1311995422171857043,1648234097636929824,27
542011,2235543899152304710,1648234097636929824,1381
542012,2036946434178197621,1648234097636929824,360
542014,3166845933009098277,1648234097636929824,247
542016,1649568323537952642,1648234097636929824,625
542017,6765044222419887793,1648234097636929824,357
542023,7566847252473161853,16482727,9
542037,1229060973965976917,1648279153828310637,82
542038,5206824387738854366,1648279153828310637,183
542040,2783366516978252113,1648279153828310637,482
542044,2990367225347146176,1648279153828310637,145
542045,234630909020530635,1648279153828310637,573
542063,7056361334958889908,1648294385756196321,272
542075,7683389876037417703,1648345889453901222,468
542089,2607682657381050552,1648377070036644763,58
542095,4106121763171658391,16483839,1170
542098,5415524544349097101,16483839,575
542102,3339559690707111289,16483839,483
542103,5003971730625016411,16483839,672
542104,8586739054879354559,16483839,68
542125,7489526540095402839,1648433517146795768,36
542130,7094731134011045989,1648433517146795768,29
542134,3118722153458725117,16484429,164
542135,1703187949694469028,16484429,446
542139,1136910966873959382,16484429,248
542141,6175918833046356126,16484429,109
542143,5238712619306867921,16484429,246
542150,746388165873561184,1648449561688581049,139
542154,5738148471004235336,1648449561688581049,129
542156,2599390803083745630,1648449561688581049,183
542166,7979461358561648343,1648462685756717795,0
542167,8830519302166586766,1648462685756717795,381
542170,2715119106650036823,1648462685756717795,89
542172,8526813685257776910,1648462685756717795,48
542174,3693917113892525457,1648462685756717795,89
542186,6964168595764692937,1648512930220057365,104
542187,5692802280094859498,1648512930220057365,164
542191,6876491553242098830,1648512930220057365,222
542202,6235204284698609214,1648526206422460266,111
542206,7011837991229600228,1648529014739549824,201
542207,6809511100039015862,1648529014739549824,124
542208,1997688362793084225,1648529014739549824,74
542210,4868210164315072854,1648529014739549824,133
542211,7736523328082975651,1648529014739549824,239
542213,3649803833956116159,1648529014739549824,120
542245,6574692830023077240,1648566251364557107,436
542249,7976538566142159887,1648566251364557107,333
542261,7515995979804788822,1648579133638845112,652
542262,6015125293043928701,1648579133638845112,622
542264,3266214868760648287,1648579133638845112,638
542266,2165960015371369569,1648579133638845112,496
542271,8004610217532339734,1648582701941398541,53
542272,4165992165321197686,1648582701941398541,41
542273,8885037373146490094,1648582701941398541,0
542287,5424084906986658755,1648593596747770133,146
542289,4172068148498402379,1648593596747770133,35
542290,8649499338457131435,1648593596747770133,14
542309,857618035083948129,1648629744964843752,51
542312,5012738090645817612,1648629744964843752,10
542321,6271340077554205254,1648631303316077037,72
542323,6062255414799520415,1648631303316077037,33
542324,7697562989149981562,1648661271115762705,4
542326,9052761564797261294,1648661271115762705,3
542327,5726201723633379706,1648661271115762705,3
542329,493557927882221391,1648661271115762705,3
542331,4219791697220400163,1648661271115762705,3
542332,6515437550631416145,1648661271115762705,3
542333,7130817611141800678,1648661271115762705,2
542353,4303273288154164211,1648706799445450938,5
542357,2381853045587090225,1648706799445450938,5
542390,2060533345548022661,164875356650948299,20
542395,6116189593331272881,164875356650948299,28
542397,6534835759044007751,164875356650948299,89
542398,3889314506339456578,164875356650948299,23
542400,5139537792125294700,1648770902183442853,137
542403,5627942020323320533,1648770902183442853,512
542405,792062576588891721,1648770902183442853,174
542406,6573426825526150892,1648770902183442853,106
542420,1709448696040667911,1648802083536530312,115
542421,2097638878476570124,1648802083536530312,195
542424,7238770609465748934,1648802083536530312,107
542426,54059676739166190,1648802083536530312,163
542427,347337817789249379,1648802083536530312,66
542430,1815763935796112945,1648826860842917110,74
542431,1124511478642361327,1648826860842917110,25
542432,921460697362971840,1648826860842917110,48
542434,4757816975293115740,1648826860842917110,13
542436,7380892013356408965,1648826860842917110,129
542438,97333169399985645,1648826860842917110,147
542439,7038424065553003429,1648826860842917110,13
542446,2304231068462140931,1648840077641731989,5
542462,3577085146012825273,1648844833255563381,444
542467,839950184865514406,1648852112401406461,417
542468,4468262684917716750,1648852112401406461,486
542472,8910884616081062657,1648852112401406461,455
542474,2994757877939268420,1648852112401406461,315
542475,7130909133739979565,1648852112401406461,387
542476,5020009671796579283,1648852112401406461,607
542478,2461923316441841698,1648860269647017161,122
542480,3547169688142980562,1648860269647017161,258
542483,7275602611867682602,1648860269647017161,192
542485,7956034847554224805,1648860269647017161,146
542486,6454862633213700846,1648860269647017161,238
542487,6786728184124703194,1648864924642047649,5
542489,5686439056886149104,1648864924642047649,5
542499,3731628700921424131,1648865235348568802,243
542500,6724605257306685175,1648866880619956359,0
542509,7843836112292808556,164887533648885061,281
542510,3441617732310950124,164887533648885061,241
542511,7245142150486001883,164887533648885061,126
542512,2521221557555691023,164887533648885061,72
542513,5017261310627426856,164887533648885061,25
542518,4282983240593363190,1648886177199244437,300
542548,3539022992599000072,1648922714181671352,18
542551,5425775201793763936,1648922714181671352,682
542555,1819730128303252346,1648922714181671352,11
542556,6622834111665789923,1648922714181671352,40
542557,5513033224791346866,1648927551245619784,25
542559,8745597858002671459,1648927551245619784,28
542561,8354193507917717677,1648927551245619784,54
542563,361948033283235650,1648927551245619784,128
542566,2308505363007886646,1648927551245619784,36
542586,4082741971986806982,1648953627231539820,66
542587,3114902941145984180,1648953627231539820,48
542589,3038028931214775674,1648953627231539820,116
542603,7601073384693778520,1648975909195176322,37
542605,3116398507437471099,164897800961996007,7
542607,8691433038407596889,164897800961996007,2
542608,2049197211335665244,164897800961996007,0
542609,2800877208031562669,164897800961996007,8
542610,2538410164922305632,164897800961996007,0
542614,2825160978543442331,164898154204173767,530
542615,8904900897138085181,164898154204173767,125
542616,6468519506919841840,164898154204173767,146
542620,5439335133776024478,164898154204173767,158
542622,363546646356188511,164898154204173767,166
542624,5133060685361105039,1648985472332749423,83
542631,7473469880621114694,1648985472332749423,219
542651,6115525851277234191,1648993276235916964,7
542655,192783386537917275,1648996945304230054,1983
542661,3256888366958018549,1648996945304230054,14
542678,8487988015423561581,1649015239641230000,635
542703,7799134280030368795,1649072080973274674,309
542704,6433285732025048941,1649072080973274674,108
542706,4607691912232595935,1649072080973274674,70
542708,4560918787035807260,1649072080973274674,427
542712,1751817125866395458,1649072080973274674,176
542724,7704548836856535221,164907831407446033,1096
542725,1997361161030348428,164907831407446033,14
542737,3111604046637054573,1649086330547668114,21
542742,8059860076351867531,1649093711276200039,83
542743,5228069765006911426,1649112598627893683,132
542751,6297436563728718225,1649112598627893683,104
542752,2612291823923380928,1649112598627893683,79
542754,3519452348812645413,1649116437228635123,953
542755,1067037370356703115,1649116437228635123,61
542756,7055707291495316302,1649116437228635123,48
542757,5662188080424237698,1649116437228635123,18
542761,3219196757271158111,1649116437228635123,500
542766,7537674288469142752,164911702921565247,149
542767,2061148464585762923,164911702921565247,42
542772,1321376260260167066,164911702921565247,260
542783,9096579036467240516,1649122142083481091,512
542785,4581132721351206530,1649122142083481091,113
542788,1121376238917147438,1649122142083481091,559
542789,1241740602534478085,1649122142083481091,176
542791,4440881506773591258,1649122142083481091,212
542805,6637760493106766097,1649136805209815919,22
542806,1261374363713447526,1649136805209815919,34
542809,1127678938672692774,1649136805209815919,631
542825,3132760775519633406,1649162656364036959,865
542826,3848654291436605541,1649162656364036959,112
542827,3022841642292712414,1649162656364036959,76
542831,2904404774925834240,1649162656364036959,12
542832,908164166855649685,1649168067567604607,662
542839,5922179519960183944,1649168067567604607,408
542861,7813393170807323461,1649241046280319902,388
542873,3501248448867168877,1649247721393568274,340
542881,7753614053132034856,1649252120927868157,406
542883,6620200699097742289,1649252120927868157,1223
542902,9118733123009110407,1649291684921338487,232
542903,441731916708461094,1649291684921338487,125
542904,7057542780291576142,1649291684921338487,2150
542905,7307909432956685974,1649291684921338487,2008
542907,2136294531833946685,1649291684921338487,193
542908,4443592996965189058,1649291684921338487,61
542909,6720993381973319610,1649291684921338487,2127
542910,7257506830657780103,1649291684921338487,2334
542930,7402539197695608388,1649316492992541785,29
542954,5089626363061361596,1649342247413617684,188
542955,4530379642338374948,1649342247413617684,277
542956,7308376287973526608,1649342247413617684,114
542957,1373435461130019708,1649342247413617684,208
542959,5204796182865898084,1649342247413617684,5
542974,2810345867253847986,1649345858220216191,5
542975,1169495120497817168,1649345858220216191,5
542988,4354028500997928713,1649363912740222568,606
542989,5416783195975284076,1649363912740222568,209
542993,1225617319778269712,1649363912740222568,126
543027,4817739962262226235,1649454139891589773,928
543028,3528468014625976227,1649454139891589773,276
543029,6393579703183008491,1649454139891589773,188
543032,948857206019985910,1649454139891589773,270
543034,1384864466336946159,1649454139891589773,335
543052,1202436595779533582,1649476700723466171,144
543053,9096464003997287061,1649476700723466171,448
543054,1395969887996306078,1649476700723466171,212
543056,6029907577593299908,1649476700723466171,168
543065,4996871006354623805,1649482277298910157,127
543066,5551842142457517308,1649482277298910157,671
543072,1561061017657035809,1649494668328012708,302
543073,7405272862349667961,1649494668328012708,74
543077,7922461492575160952,1649507646360599411,2040
543081,4587327035476278551,1649507646360599411,1978
543082,2324584025968876351,1649507646360599411,259
543083,5912940628347480792,1649507646360599411,574
543084,4306671600812651157,1649507646360599411,318
543085,5281730849438608226,1649507646360599411,206
543087,2536892793070907884,1649510122467519496,11
543088,1843485486972232747,1649510122467519496,34
543090,2334652918018858980,1649510122467519496,21
543091,6349952406844370041,1649510122467519496,13
543096,6824281517911238524,1649510122467519496,9
543102,763709046480011231,1649516410826789055,371
543124,4122358137400618922,1649525957645727932,6
543126,6476224405907693588,1649526271683944697,156
543127,6134713761998727797,1649526271683944697,237
543128,1513496704488910010,1649526271683944697,105
543131,8670085062846803660,1649526271683944697,158
543132,173625249126341827,1649526271683944697,378
543133,4900383289134653317,1649526271683944697,64
543138,5372420922882597414,1649530586210661767,110
543169,8429323126126531934,1649545399618742768,151
543173,8353699429034518473,1649545399618742768,114
543174,6873151523892605332,1649545399618742768,33
543188,1473972712303983816,1649587700947295774,75
543189,6371329946053831528,1649587700947295774,73
543190,9071513997155065743,1649587700947295774,216
543191,7090544082270679716,1649587700947295774,320
543193,3759872935112276365,1649587700947295774,89
543195,640966053971304864,1649587700947295774,195
543196,324357946869101304,1649587700947295774,429
543221,3647633333227038659,1649607883012515669,106
543236,5562080836141168025,1649617641046320506,6
543237,5356087112771129713,1649617641046320506,10
543239,586614466553939785,1649617641046320506,40
543240,6113138869728883231,1649617641046320506,27
543241,8648503213744974315,1649617641046320506,30
543242,3397243478221788784,1649617641046320506,19
543252,2636152219062513513,1649685376867935185,35
543254,2762573791711740693,1649685376867935185,90
543256,8697370550626372722,1649685376867935185,75
543258,3151941131291599672,1649685376867935185,81
543259,8288937982770407114,1649685376867935185,19
543262,6127054419751502335,1649685415774069882,97
543264,7270872408292617771,1649685415774069882,196
543268,5497733644205186682,1649685415774069882,161
543271,7526629041275354940,1649686609134555587,28
543275,4058848179581086409,1649686609134555587,430
543286,2644880667920871097,1649693573269736719,997
543308,4786172662913918289,1649728125844710183,64
543314,3659924017316454589,1649728125844710183,113
543315,4368557189238956897,1649728125844710183,181
543339,6302449557786244371,164975549428035770,343
543340,3188335404614356942,164975549428035770,171
543341,2096310370048557728,164975549428035770,211
543342,1066568011723070941,164975549428035770,63
543343,7838205369907452963,164975549428035770,472
543345,8147197523369788623,164975549428035770,154
543352,32339022429107149,1649761216535810635,124
543407,419752957312053313,1649880921263955881,108
543409,5945622875037258742,1649880921263955881,227
543412,1515088671429827866,1649880921263955881,243
543413,3584445709174019292,1649880921263955881,397
543419,1540006644156418346,1649885159682656472,71
543421,1438336436237868862,1649885159682656472,89
543422,2555556566847094625,1649885159682656472,61
543427,1984690281032380461,1649911022449646295,105
543428,8588066378800923798,1649911022449646295,83
543429,4299989670398787025,1649911022449646295,225
543431,3207698686350126719,1649911022449646295,35
543461,206584266250086763,1649936646119739249,57
543472,273618465566696517,1649943257307091675,206
543483,3354518385341322897,1649945861085602427,708
543512,9056050673268327634,1649970580806939865,8
543513,3871938573955043941,1649970580806939865,10
543521,1100489261499645308,1649970580806939865,13
543522,4959982312796431626,1649972416844403130,39
543526,3849321996602771465,1649972416844403130,1458
543529,3814572271580856466,1649972416844403130,41
543535,7318190785680280032,1649979357347535675,283
543538,4461187384128732734,1649979357347535675,2254
543542,84204289526670224,1649991698164517538,26
543545,6884098697694040170,1649991698164517538,401
543546,4651325711943625546,1649991698164517538,106
543559,2389630143003101940,1649996149803548597,342
543575,4350977477106279914,1650016530436012899,199
543612,2331950236209231560,1650054187768215129,287
543617,3808971783223643071,1650054187768215129,0
543624,6710436050756128582,165005635912931258,56
543667,8422502731738586547,1650087501375611137,587
543669,2639341692282945250,165009029605586400,108
543670,767757268240965821,165009029605586400,188
543671,9052505957211107336,165009029605586400,219
543672,8386780781139523516,165009029605586400,181
543673,7669218930184558677,165009029605586400,239
543675,3029853592266123603,165009029605586400,127
543676,3959645155192836903,165009029605586400,122
543678,6807879943310743816,165009029605586400,132
543689,447344773418060795,1650108963833494235,149
543692,2328872843557688518,1650108963833494235,91
543694,5216027711689606311,1650108963833494235,130
543695,8222890736699820562,1650108963833494235,154
543699,2138336374919695700,1650113379414902066,12
543701,3611364024851156982,1650113379414902066,12
543704,7116457409286956654,1650113379414902066,9
543719,1524133209664259152,1650131736258289876,33
543724,1924725286698703369,1650131736258289876,47
543745,2647051901529619304,1650185845889730950,501
543750,7545061136164211957,1650185845889730950,1
543751,8035054280699923466,1650185845889730950,308
543756,2181427162430231866,1650188101776859663,84
543773,5239798131490282649,1650213663782734122,430
543779,400730520424135041,1650215476540855450,35
543803,6220103831091625487,1650253068267470631,0
543814,592185907982250797,1650275515069952179,140
543815,2091961907311988746,1650275515069952179,205
543816,707232908684737929,1650275515069952179,266
543820,5248961505658536514,1650280611386624430,29
543821,2222888582411301595,1650280611386624430,36
543822,2669911521180952225,1650280611386624430,28
543823,1307821768713281666,1650280611386624430,0
543826,3054802831770821588,1650280611386624430,17
543874,837067477343668598,1650321084476190449,414
543891,9032559951307012737,1650350637839104205,48
543898,2268874563470421741,1650359036470375712,197
543903,8788127044393451666,1650359036470375712,124
543927,5924893233042042171,1650382625477402576,1
543933,3318987496214713859,1650382625477402576,341
543934,4511369746454722646,1650382625477402576,26
543935,7795921278787677455,1650382625477402576,327
543937,3546123135925181036,1650412294968393017,247
543938,7644956438339276585,1650412294968393017,102
543941,7239268753717461185,1650412294968393017,78
543943,6618028614055496820,1650412294968393017,134
543944,3061116774371079310,1650412294968393017,71
543945,8246216399609421974,1650412294968393017,198
543946,333147160927625267,1650412294968393017,244
543956,6338301411376104282,1650418552157582068,181
543969,1009209304465274881,1650437214841494249,1150
544006,52102824354565063,1650482021520347950,212
544009,787366285530685964,1650482021520347950,53
544010,2320756786284248695,1650482021520347950,0
544011,248172924715148810,1650482021520347950,210
544013,5906088999199618400,1650482021520347950,183
544017,5866141507759546344,1650487047172939326,29
544028,3426348073429383510,1650488029368315095,16
544033,261465842487080249,1650488029368315095,6
544034,1514253189416370143,1650488029368315095,16
544035,330340803858160835,1650488029368315095,3
544056,2092672991545062322,1650518705448640806,73
544057,2650200707604344847,1650518705448640806,1
544059,5636237310411568827,1650518705448640806,1
544060,5120763975575711684,1650518705448640806,486
544061,1520435644211504589,1650518705448640806,10
544062,6565797408113267413,1650518705448640806,12
544063,5780453165722250068,1650518705448640806,1
544066,2007436967313145013,165052509004056095,134
544068,1907555006482370468,165052509004056095,147
544070,6916225531002190029,165052509004056095,107
544072,3449766568559480077,165052509004056095,25
544074,7930176229824448581,165052509004056095,280
544102,2613182016739004023,1650582239965344502,18
544119,2295118463407868382,1650613601999945372,197
544123,2491774774392167802,1650613601999945372,508
544129,2145872355408302521,1650618379123489122,386
544130,7608625247317323373,1650618379123489122,438
544131,2462676821033351818,1650618379123489122,801
544132,1985810364879824821,1650618379123489122,342
544133,1705458757152324074,1650618379123489122,349
544134,500516040007941816,1650618379123489122,950
544135,406651770827603380,1650618379123489122,626
544142,770856481385894935,1650627996446638867,561
544144,3578085059113587820,1650627996446638867,140
544145,5639971534567353112,1650627996446638867,77
544146,583561311918490474,1650635616775042565,245
544147,5106037538835677488,1650635616775042565,259
544149,1703702922578181351,1650635616775042565,174
544150,8931303954879832336,1650635616775042565,626
544151,9188741574790362325,1650635616775042565,475
544152,8180576702301270699,1650635616775042565,931
544154,6882663249519366159,1650635616775042565,159
544155,3036492491336250232,1650635616775042565,909
544156,7027688589682791066,1650645227316407338,0
544157,1831687357671703669,1650645227316407338,0
544158,5026525576473183255,1650645227316407338,0
544159,3629970716187781049,1650645227316407338,0
544160,3813194309326468658,1650645227316407338,0
544161,3290436160897343079,1650645227316407338,0
544162,4703825395312628044,1650645227316407338,0
544163,390032060254386694,1650645227316407338,0
544164,2852095197107044392,1650645227316407338,0
544165,1980762904400966906,1650645227316407338,0
544180,3686036705492852833,1650662592616589929,722
544187,177452556780330360,1650671002455843727,37
544197,2965447701250760591,1650686046418626517,44
544198,5104658676737835577,1650686046418626517,22
544205,6892593124710456866,1650686046418626517,30
544207,7535324112409030980,1650692688453238978,128
544208,8972281020994478406,1650692688453238978,236
544209,4831869723508078648,1650692688453238978,211
544210,4518479346571333323,1650692688453238978,131
544211,7318689230560461222,1650692688453238978,679
544212,7262266169994318984,1650692688453238978,157
544214,7028478686904258620,1650692688453238978,383
544216,2260932118171290284,1650695075269043330,383
544217,4796361243041527703,1650695075269043330,297
544220,7393155529470127502,1650695075269043330,2511
544223,9004979221059429079,1650695075269043330,271
544225,413642939133322217,1650695075269043330,163
