,0,1,wc
584163,1906458960178452906,1698454297442048945,3
584164,4378950411727547635,1698454297442048945,3
584165,1755235082587148403,1698454297442048945,3
584166,2422421178361552558,1698454297442048945,3
584167,5999400176856464017,1698454297442048945,3
584168,2605747972592496791,1698454297442048945,1
584169,4256793328751588352,1698454297442048945,3
584179,8817095195901175715,1698465907468839432,48
584182,5993279292495003406,1698481825086524539,29
584189,3517340368555202094,1698489995256559817,0
584190,3132070083706008368,1698489995256559817,168
584197,2115159136194477597,1698489995256559817,167
584219,157418047397253443,169853011198252786,194
584225,1927199159750991582,169853011198252786,440
584228,8106121861356246184,169853011198252786,440
584229,3163031457180410478,1698536723433862366,180
584233,2436950341633584458,1698536723433862366,82
584235,3909997870761157020,1698536723433862366,281
584241,7696586301346850876,1698538661323462122,32
584246,8165408261295843917,1698538661323462122,23
584248,1176565849594992502,1698538661323462122,23
584249,5221271190770556348,1698574879673617162,6159
584259,8268387820816256215,1698580784170495928,90
584260,6861943935527372257,1698580784170495928,52
584261,7989646928781336249,1698580784170495928,29
584262,1108541599063286275,1698580784170495928,41
584264,5523130287566383423,1698580784170495928,50
584265,9001262342881674680,1698580784170495928,84
584266,7389473417758309693,1698580784170495928,58
584268,7900230870342645663,1698580784170495928,41
584269,8983662015935111852,1698592989629772849,33
584270,1740770786015275623,1698592989629772849,53
584272,1484597106818560293,1698592989629772849,38
584273,1159381762636355486,1698592989629772849,95
584274,8938745621083928239,1698592989629772849,8
584275,3316868085359751826,1698592989629772849,34
584276,2475866407811523287,1698592989629772849,129
584277,4679515018397138542,1698592989629772849,45
584279,8866221760789787026,169859448051263758,440
584283,8607832150787639982,169859448051263758,441
584285,6956106488440638648,169859448051263758,921
584286,4245174012285557058,169859448051263758,289
584306,2519181331716771351,1698604746809039436,826
584307,3379170597782676118,1698604746809039436,295
584322,6337790792384095922,1698632790307610381,178
584328,4967608836572288745,1698646458811162997,22
584336,3140786205897633987,1698646458811162997,48
584338,7914251258966768454,1698673877607688649,50
584346,4743501489023491735,1698678365131667302,24
584348,5260715386351191723,1698678365131667302,0
584350,2783704026429621072,1698678365131667302,32
584373,2636426524998375259,16986805,344
584374,9146089794336750155,1698684332960990643,19
584378,6261542341009464450,1698684332960990643,17
584379,3731904618815987598,1698684332960990643,49
584383,8571850237642886767,1698684332960990643,307
584398,5625846266813951122,1698722937854731704,840
584403,7775091059430116881,1698731804067821353,636
584404,7899822415858408523,1698731804067821353,543
584405,1851259018621356496,1698731804067821353,609
584406,3483397125204689598,1698731804067821353,544
584410,2002689571264284690,1698731804067821353,534
584411,3564014033512670150,1698732433663596820,345
584416,7163798230479275773,1698732433663596820,343
584431,8976376625472091978,1698738598097221652,400
584432,7300419237131247236,1698738598097221652,344
584436,8885378878061185444,1698738598097221652,33
584437,1339459730362800126,1698738598097221652,219
584439,1916988319527473714,1698738598097221652,184
584440,4717575131642924892,1698738598097221652,155
584464,3550010948555552700,169878577770943447,144
584473,141832264292564002,1698788886710685510,279
584477,7685514952354983758,1698788886710685510,1301
584478,7917936737926184695,1698788886710685510,526
584482,4412480766309554122,1698803797761827478,9
584515,509298088047150621,1698910833405219952,145
584517,1965415476991013059,1698910833405219952,128
584518,1364359001403048411,1698910833405219952,154
584520,2851222452861183152,1698910833405219952,145
584539,7428860643119749213,1698915345397429968,236
584565,7511539665134928686,1698937379573830047,57
584572,1540528343300254845,1698950523716518957,272
584577,5050137679774894003,1698950523716518957,123
584580,2263279239017539094,1698950523716518957,555
584585,7194284282477823109,1698970048443441440,321
584588,6249109380576391971,1698970048443441440,224
584589,4106884876591077044,1698970048443441440,306
584597,8240446159434214926,169897358899459469,75
584610,652592982747818787,1698994578221143076,7
584623,5779796555165991126,1699005575680176525,1760
584631,3937392015430598252,1699008057128165518,181
584647,7860652591119962982,1699047917128392907,46
584667,5142365377955327572,1699076343012888403,0
584668,6185695321081797347,1699076343012888403,2
584671,1748257668899980421,1699076343012888403,0
584723,1582540778377731602,1699167504665261517,127
584724,5829158954947951407,1699167504665261517,172
584725,8470225985765528217,1699167504665261517,110
584726,8481490518773541683,1699167504665261517,209
584727,6013589701536252482,1699167504665261517,153
584740,6081850813548660731,1699184671918949675,126
584752,1971205497103462957,16991977,252
584755,2476630384331734236,16991977,81
584763,147275534722197438,1699215235736616836,763
584764,1817379023158814392,1699215235736616836,1492
584772,6741904396256466948,1699215389315077120,116
584776,6185838776845931991,1699227418033438865,254
584777,6576074921287652696,1699227418033438865,274
584778,6405267427733393182,1699227418033438865,224
584783,6637939704876685676,1699227418033438865,675
584787,613778405282332772,1699325093448410130,0
584788,5372370440933428036,1699325093448410130,225
584791,5622101170031462706,1699325093448410130,21
584792,8780562856929931978,1699325093448410130,3
584794,7420246888551041431,1699325093448410130,12
584797,9067056429045466838,1699386585993973065,0
584798,3175170636626617366,1699392638403330423,499
584799,6076944620836649193,1699392638403330423,312
584800,2297522247192304118,1699392638403330423,150
584801,8712203301080667991,1699392638403330423,171
584803,6735783044217278450,1699392638403330423,284
584805,2023345956971948454,1699392638403330423,300
584820,1514635714162140345,1699395964750732555,217
584823,2674140368339780866,1699395964750732555,119
584838,7043547917172335108,1699406617814659338,383
584840,2507931400949236566,1699406617814659338,233
584847,957615771981066901,1699416274264450873,6
584848,967177165357131895,1699416274264450873,70
584852,7413454908772846830,1699416274264450873,47
584858,2403745205132296706,1699425585930215901,469
584860,4691157324112055003,1699425585930215901,535
584862,6928823987842056633,1699425585930215901,791
584864,25878028246365425,1699425585930215901,818
584886,708880888875616593,1699455381533055615,462
584887,2170146790491830599,1699455381533055615,926
584888,6656525358701954361,1699455381533055615,254
584889,2660214076960897563,1699455381533055615,253
584890,6701527087905010673,1699455381533055615,273
584892,4047835492466565113,1699455381533055615,927
584893,7294479755996902588,1699455381533055615,135
584894,8444031523193528611,1699455381533055615,1959
584896,6616752401869046475,1699526619168207227,234
584897,3235697032284641549,1699526619168207227,484
584899,2329598800938070076,1699526619168207227,205
584902,1306548858670986814,1699526619168207227,112
584903,968242502514446595,1699526619168207227,375
584905,2675546938034989310,1699528985655371076,214
584907,5287923018243174814,1699528985655371076,101
584908,1609070148493685435,1699528985655371076,138
584909,7587186591509757143,1699528985655371076,193
584910,4192013577946350609,1699528985655371076,58
584912,5199533907515669069,1699528985655371076,129
584913,326831922584822698,1699528985655371076,276
584914,5472735646966876885,1699528985655371076,254
584924,6129876096045999348,1699555296435402292,201
584926,6189751437874303977,1699555296435402292,74
584927,4580187557853907638,1699555296435402292,212
584929,7849012470462190961,1699555296435402292,121
584931,5365717439036181355,1699555296435402292,66
584946,1737623290154333498,1699581327036538820,92
584951,2307773889217574542,1699583886522383478,116
584952,8107526662995910214,1699583886522383478,108
584953,3813061711259872584,1699583886522383478,116
584954,4390469589107465729,1699583886522383478,146
584956,6946329115482522675,1699583886522383478,140
584957,6484268708807932692,1699583886522383478,166
584958,8278974375952951515,1699583886522383478,141
584982,4833407648657718119,169963278030310896,3
584984,1852974452513465406,169963278030310896,0
584987,7369971800327060498,1699635494867272388,454
584990,7085699295300486370,1699635494867272388,9
585019,1958412379893092594,1699675481811700483,6
585041,4504320312844490849,1699691783478163417,0
585042,6150081420834357551,1699691783478163417,0
585051,6414071065564435606,1699717690698044264,70
585054,3747579478180360781,1699722819566691656,160
585056,122601786022714515,1699722819566691656,103
585058,2142051284971093223,1699722819566691656,55
585059,8907803871776687016,1699722819566691656,193
585063,6176590484335968832,1699731055164375280,0
585073,1182859244843841566,1699750148535976969,180
585074,2191511868937954805,1699750148535976969,297
585075,2417139995953728478,1699750148535976969,76
585076,8185766728066721805,1699750148535976969,399
585077,6688700381690671174,1699750148535976969,414
585080,469819353658827784,1699750148535976969,184
585082,6590851045754263048,1699750148535976969,264
585083,1946434832808107052,1699774269259421212,9
585096,6791628992987918759,1699780427467331325,431
585097,2193323231119448449,1699780427467331325,217
585100,1566498600953512502,1699780427467331325,222
585102,9005379421862921387,1699780427467331325,226
585114,6478951168561707855,1699788039362885251,1
585116,7442489974181239893,1699788039362885251,4
585118,4083559358319724938,1699793552287928827,28
585119,437571820511427493,1699793552287928827,148
585120,6396640758964546632,1699793552287928827,33
585125,7208240048820500610,1699793552287928827,0
585136,6083500546363218357,1699827780194088740,36
585142,1204142965162925836,1699827780194088740,0
585145,1727283967787541147,1699834620524036227,67
585146,4473965624553361863,1699834620524036227,25
585149,4880569347393055989,1699834620524036227,56
585152,509037939928248689,1699834620524036227,94
585156,8807971785684861300,1699838144068284627,49
585164,1936509146808122709,1699869123064181625,2267
585166,2561368091397629409,1699869123064181625,4347
585182,5556606943565821970,1699877921731134187,456
585185,7940635773850794596,1699877921731134187,396
585186,3314262401874527755,1699877921731134187,345
585188,4360200803178748030,1699877921731134187,348
585190,7197149339088167854,1699877921731134187,321
585202,9024942973653361031,1699897655958496033,6
585206,3767647570622066793,1699897655958496033,41
585221,2386543960500065902,1699908453073452534,190
585223,8907503284564788409,1699908453073452534,459
585226,8284891580254963797,1699908453073452534,24
585227,279126009733921189,1699908453073452534,237
585249,1274235794942044222,1699931944501733617,99
585250,8358098662186135487,1699931944501733617,614
585269,4376825159011862350,1699946427363853526,55
585277,14101533401203349,1699960936954019800,101
585278,1178352947691528185,1699960936954019800,137
585279,8508915802155100660,1699960936954019800,280
585280,1355148322179476119,1699960936954019800,123
585284,7614110877138262422,1699990059897814105,1
585286,8878867772979325080,1699990059897814105,9
585287,7332405091363507476,1699990059897814105,1
